EEID,Full Name,Job Title,Department,Business Unit,Gender,Ethnicity,Age,Annual Salary,Country,City,Seniority,Tenure in Years,Total Compensation
E00359,Logan Carrillo,Sr. Analyst,Marketing,Research & Development,Male,Latino,33,91280,United States,Miami,Young Adulthood,10.76164384,91280
E02044,Caroline Alexander,Business Partner,Human Resources,Manufacturing,Female,Black,42,47071,United States,Columbus,Middle Adulthood,4.956164384,47071
E01479,Serenity Bailey,IT Systems Architect,IT,Manufacturing,Female,Caucasian,55,81218,United States,Chicago,Middle Adulthood,13.7890411,81218
E04962,Elena Tan,Vice President,Engineering,Manufacturing,Female,Asian,50,181801,China,Chongqing,Middle Adulthood,16.89589041,254521
E02769,Eliza Adams,Account Representative,Sales,Manufacturing,Female,Caucasian,26,63137,United States,Chicago,Young Adulthood,3.780821918,63137
E03893,Alice Xiong,Vice President,Engineering,Manufacturing,Female,Asian,55,221465,China,Chengdu,Middle Adulthood,7.002739726,296763
E00553,Isla Yoon,Quality Engineer,Engineering,Research & Development,Female,Asian,50,79388,United States,Austin,Middle Adulthood,12.32054795,79388
E03540,Emma Perry,Solutions Architect,IT,Manufacturing,Female,Caucasian,28,68176,United States,Seattle,Young Adulthood,7.61369863,68176
E02769,Riley Marquez,Sr. Manger,Finance,Research & Development,Female,Latino,39,122829,United States,Chicago,Middle Adulthood,5.876712329,136340
E03277,Caroline Hu,Sr. Manger,Marketing,Speciality Products,Female,Asian,31,126353,China,Shanghai,Young Adulthood,6.043835616,141515
E04194,Madison Kumar,Director,Accounting,Speciality Products,Female,Asian,55,188727,China,Chengdu,Middle Adulthood,14.88493151,232134
E01807,Matthew Lim,Sr. Analyst,Sales,Research & Development,Male,Asian,52,99624,United States,Seattle,Middle Adulthood,31.55616438,99624
E01762,Maya Ngo,Manager,Sales,Speciality Products,Female,Asian,55,108686,United States,Columbus,Middle Adulthood,12.8739726,115207
E02632,Alice Soto,Analyst,Accounting,Corporate,Female,Latino,56,50857,Brazil,Manaus,Middle Adulthood,30.40821918,50857
E04226,Andrew Moore,Operations Engineer,Engineering,Manufacturing,Male,Caucasian,47,120628,United States,Chicago,Middle Adulthood,24.67945205,120628
E04101,Olivia Harris,Director,Sales,Speciality Products,Female,Caucasian,63,181216,United States,Columbus,Middle Adulthood,5.219178082,230144
E01981,Genesis Banks,Analyst,Finance,Corporate,Female,Caucasian,63,46081,United States,Chicago,Middle Adulthood,13.47123288,46081
E02534,Victoria Johnson,Sr. Manger,Accounting,Corporate,Female,Caucasian,55,159885,United States,Columbus,Middle Adulthood,21.27671233,179071
E01238,Eloise Griffin,Director,Sales,Manufacturing,Female,Caucasian,55,153271,United States,Austin,Middle Adulthood,29.8630137,176262
E01118,Roman Yang,Manager,Human Resources,Manufacturing,Male,Asian,42,114242,United States,Phoenix,Middle Adulthood,15.73150685,123381
E04041,Clara Huynh,IT Coordinator,IT,Speciality Products,Female,Asian,39,48415,China,Shanghai,Middle Adulthood,4.789041096,48415
E04308,Kai Flores,Development Engineer,Engineering,Manufacturing,Male,Latino,35,65566,United States,Seattle,Young Adulthood,8.282191781,65566
E01052,Jaxson Dinh,Sr. Manger,Marketing,Research & Development,Male,Asian,45,147752,China,Shanghai,Middle Adulthood,24.34794521,165482
E04165,Sophie Vang,Sr. Manger,Marketing,Manufacturing,Female,Asian,25,136810,China,Chongqing,Young Adulthood,3.967123288,155963
E02295,Axel Jordan,Analyst,Sales,Corporate,Male,Caucasian,47,54635,United States,Chicago,Middle Adulthood,12.51506849,54635
E04546,Jade Hunter,Cloud Infrastructure Architect,IT,Corporate,Female,Caucasian,42,96636,United States,Columbus,Middle Adulthood,5.575342466,96636
E04217,Lydia Williams,System Administrator ,IT,Manufacturing,Female,Black,35,91592,United States,Chicago,Young Adulthood,10.84931507,91592
E00650,Emery Chang,Business Partner,Human Resources,Research & Development,Female,Asian,45,55563,China,Chengdu,Middle Adulthood,25.05753425,55563
E00344,Savannah He,Director,IT,Research & Development,Female,Asian,52,159724,China,Beijing,Middle Adulthood,29.56712329,196461
E04645,Elias Ahmed,Vice President,Marketing,Corporate,Male,Asian,57,183190,United States,Chicago,Middle Adulthood,8.082191781,249138
E03880,Samantha Woods,Analyst,Accounting,Speciality Products,Female,Caucasian,56,54829,United States,Phoenix,Middle Adulthood,5.690410959,54829
E02730,Axel Soto,Quality Engineer,Engineering,Corporate,Male,Latino,46,96639,Brazil,Rio de Janerio,Middle Adulthood,20.37534247,96639
E04517,Amelia Choi,Manager,Marketing,Speciality Products,Female,Asian,43,117278,United States,Miami,Middle Adulthood,19.23835616,127833
E00965,Jacob Khan,Computer Systems Manager,IT,Speciality Products,Male,Asian,53,84193,China,Shanghai,Middle Adulthood,17.57260274,91770
E04639,Luna Taylor,Network Administrator,IT,Manufacturing,Female,Caucasian,47,87806,United States,Seattle,Middle Adulthood,7.101369863,87806
E00465,Dominic Parker,Test Engineer,Engineering,Research & Development,Male,Caucasian,62,63959,United States,Seattle,Middle Adulthood,13.92054795,63959
E03058,Angel Xiong,Vice President,IT,Research & Development,Male,Asian,35,234723,China,Shanghai,Young Adulthood,10.23287671,319223
E02337,Emma Cao,Analyst,Accounting,Corporate,Female,Asian,27,50809,China,Chongqing,Young Adulthood,6.02739726,50809
E04927,Ezekiel Bryant,Sr. Analyst,Finance,Manufacturing,Male,Caucasian,55,77396,United States,Miami,Middle Adulthood,23.1369863,77396
E03799,Natalie Hwang,Sr. Analyst,Finance,Speciality Products,Female,Asian,63,89523,United States,Phoenix,Middle Adulthood,25.68767123,89523
E04538,Adeline Yang,Cloud Infrastructure Architect,IT,Corporate,Female,Asian,53,86173,China,Chongqing,Middle Adulthood,14.12876712,86173
E02633,Allison Roberts,Vice President,Sales,Manufacturing,Female,Black,54,222224,United States,Columbus,Middle Adulthood,25.05205479,306669
E02965,Andrew Do,Sr. Manger,Finance,Research & Development,Male,Asian,43,146140,United States,Seattle,Middle Adulthood,4.378082192,168061
E04345,Eliana Grant,Engineering Manager,Engineering,Speciality Products,Female,Caucasian,64,109456,United States,Chicago,Older Adulthood,31.22191781,120402
E02895,Mila Soto,Director,Finance,Research & Development,Female,Latino,65,170221,Brazil,Manaus,Older Adulthood,16.91232877,195754
E01132,Gabriella Johnson,Computer Systems Manager,IT,Research & Development,Female,Caucasian,42,97433,United States,Seattle,Middle Adulthood,19.51780822,102305
E00758,Jonathan Khan,Account Representative,Sales,Manufacturing,Male,Asian,35,59646,China,Shanghai,Young Adulthood,12.01369863,59646
E03750,Elias Dang,Director,Engineering,Speciality Products,Male,Asian,64,158787,China,Chengdu,Older Adulthood,30.03013699,187369
E00144,Theodore Ngo,Controls Engineer,Engineering,Research & Development,Male,Asian,55,83378,China,Beijing,Middle Adulthood,7.347945205,83378
E02943,Bella Lopez,Sr. Analyst,Marketing,Corporate,Female,Latino,32,88895,United States,Chicago,Young Adulthood,11.8109589,88895
E03901,Luca Truong,Director,Marketing,Corporate,Male,Asian,45,168846,China,Chongqing,Middle Adulthood,20.7369863,209369
E03461,Nathan Lau,Business Partner,Human Resources,Research & Development,Male,Asian,35,43336,United States,Austin,Young Adulthood,14.53424658,43336
E03490,Henry Campos,Sr. Manger,Human Resources,Corporate,Male,Latino,38,127801,United States,Phoenix,Young Adulthood,15.93972603,146971
E04466,Connor Bell,Network Administrator,IT,Corporate,Male,Black,54,76352,United States,Austin,Middle Adulthood,25.43561644,76352
E03226,Angel Stewart,Vice President,Finance,Corporate,Male,Caucasian,28,250767,United States,Seattle,Young Adulthood,6.2,346058
E04607,Landon Brown,Vice President,Marketing,Corporate,Male,Caucasian,26,223055,United States,Columbus,Young Adulthood,4.931506849,289972
E02678,Nicholas Rivera,Director,Engineering,Corporate,Male,Latino,45,189680,Brazil,Sao Paulo,Middle Adulthood,18.4,233306
E02190,Gabriel Carter,Test Engineer,Engineering,Manufacturing,Male,Caucasian,57,71167,United States,Columbus,Middle Adulthood,7.128767123,71167
E00747,Leilani Baker,Technical Architect,IT,Speciality Products,Female,Caucasian,59,76027,United States,Seattle,Middle Adulthood,15.42191781,76027
E00268,Ian Flores,Director,Engineering,Corporate,Male,Latino,48,183113,Brazil,Rio de Janerio,Middle Adulthood,5.731506849,227060
E01416,Hudson Thompson,Analyst II,Accounting,Manufacturing,Male,Black,30,67753,United States,Phoenix,Young Adulthood,4.868493151,67753
E01524,Ian Miller,Computer Systems Manager,IT,Corporate,Male,Black,31,63744,United States,Austin,Young Adulthood,8.890410959,68844
E03849,Harper Chin,Quality Engineer,Engineering,Manufacturing,Female,Asian,50,92209,China,Shanghai,Middle Adulthood,23.16438356,92209
E02801,Santiago f Brooks,Sr. Manger,Sales,Corporate,Male,Black,51,157487,United States,Phoenix,Middle Adulthood,25.01643836,176385
E04155,Dylan Dominguez,Sr. Analyst,Marketing,Research & Development,Male,Latino,42,99697,Brazil,Rio de Janerio,Middle Adulthood,10.4109589,99697
E01952,Everett Lee,Network Administrator,IT,Research & Development,Male,Asian,45,90770,United States,Columbus,Middle Adulthood,15.52328767,90770
E00116,Madelyn Mehta,Analyst,Sales,Speciality Products,Female,Asian,64,55369,United States,Phoenix,Older Adulthood,20.60547945,55369
E04811,Athena Vasquez,Field Engineer,Engineering,Speciality Products,Female,Latino,59,69578,Brazil,Rio de Janerio,Middle Adulthood,10.96712329,69578
E00624,William Watson,Director,Accounting,Speciality Products,Male,Caucasian,41,167526,United States,Miami,Middle Adulthood,12.25205479,211083
E03404,Everleigh Nunez,Field Engineer,Engineering,Speciality Products,Female,Latino,42,65507,Brazil,Manaus,Middle Adulthood,4.57260274,65507
E01845,Leo Fernandez,Manager,Finance,Research & Development,Male,Latino,54,108268,Brazil,Sao Paulo,Middle Adulthood,27.36438356,118012
E04784,Joshua Lin,Technical Architect,IT,Research & Development,Male,Asian,37,80055,China,Beijing,Young Adulthood,9.578082192,80055
E00145,Alexander Rivera,Sr. Analyst,Sales,Research & Development,Male,Latino,58,76802,Brazil,Manaus,Middle Adulthood,16.35890411,76802
E00218,David Desai,Vice President,Sales,Speciality Products,Male,Asian,47,253249,United States,Austin,Middle Adulthood,8.780821918,331756
E02185,Aubrey Yoon,Sr. Business Partner,Human Resources,Research & Development,Female,Asian,60,78388,China,Chongqing,Middle Adulthood,19.81917808,78388
E01070,Grayson Brown,Vice President,IT,Corporate,Male,Caucasian,38,249870,United States,Chicago,Young Adulthood,9.2,334826
E03807,Noah Chen,Sr. Manger,Marketing,Manufacturing,Male,Asian,63,148321,China,Beijing,Middle Adulthood,10.51232877,170569
E00784,Ella Nguyen,Service Desk Analyst,IT,Corporate,Female,Asian,60,90258,China,Chongqing,Middle Adulthood,21.57260274,90258
E04925,Athena Jordan,System Administrator ,IT,Manufacturing,Female,Black,42,72486,United States,Seattle,Middle Adulthood,14.54246575,72486
E04448,Adrian Ruiz,Sr. Analyst,Finance,Corporate,Male,Latino,34,95499,Brazil,Sao Paulo,Young Adulthood,11,95499
E04817,Zoe Sanchez,Sr. Analyst,Accounting,Research & Development,Female,Latino,53,90212,Brazil,Sao Paulo,Middle Adulthood,20.70410959,90212
E00325,Jameson Chen,Vice President,Marketing,Research & Development,Male,Asian,39,254057,China,Shanghai,Middle Adulthood,5.745205479,353139
E00403,Liliana Soto,Business Partner,Human Resources,Manufacturing,Female,Latino,58,43001,United States,Austin,Middle Adulthood,14.89863014,43001
E00436,Lincoln Reyes,Computer Systems Manager,IT,Manufacturing,Male,Latino,60,85120,United States,Seattle,Middle Adulthood,27.09863014,92781
E04358,Grayson Soto,Business Partner,Human Resources,Manufacturing,Male,Latino,34,52200,United States,Columbus,Young Adulthood,10.08767123,52200
E04662,Julia Morris,Sr. Manger,Human Resources,Corporate,Female,Caucasian,60,150855,United States,Phoenix,Middle Adulthood,16.88219178,167449
E01496,Ava Ortiz,Enterprise Architect,IT,Manufacturing,Female,Latino,53,65702,United States,Columbus,Middle Adulthood,21.13150685,65702
E01870,Carson Chau,Director,Finance,Corporate,Male,Asian,58,162038,China,Chongqing,Middle Adulthood,17.90136986,200927
E03971,Lillian Chen,Sr. Manger,Marketing,Research & Development,Female,Asian,25,157057,United States,Columbus,Young Adulthood,5.4,172763
E03616,Josiah Lewis,Manager,IT,Research & Development,Male,Caucasian,46,127559,United States,Austin,Middle Adulthood,4.060273973,140315
E00153,Claire Jones,Field Engineer,Engineering,Corporate,Female,Caucasian,39,62644,United States,Seattle,Middle Adulthood,6.479452055,62644
E02313,Jeremiah Lu,Network Architect,IT,Manufacturing,Male,Asian,50,73907,China,Shanghai,Middle Adulthood,24.50684932,73907
E02960,Nova Hill,Sr. Analyst,Accounting,Manufacturing,Female,Caucasian,56,90040,United States,Chicago,Middle Adulthood,7.484931507,90040
E00096,Peyton Cruz,Development Engineer,Engineering,Manufacturing,Female,Latino,30,91134,Brazil,Sao Paulo,Young Adulthood,9.273972603,91134
E02140,Naomi Zhao,Vice President,Human Resources,Speciality Products,Female,Asian,45,201396,United States,Miami,Middle Adulthood,3.945205479,265843
E00826,Rylee Bui,Analyst,Accounting,Corporate,Female,Asian,55,54733,China,Chongqing,Middle Adulthood,13.70410959,54733
E03881,Andrew Reed,System Administrator ,IT,Corporate,Male,Black,28,65341,United States,Miami,Young Adulthood,6.21369863,65341
E02604,Brooklyn Collins,Sr. Manger,Finance,Corporate,Female,Black,59,139208,United States,Austin,Middle Adulthood,6.852054795,154521
E02613,John Jung,Sr. Analyst,Sales,Speciality Products,Male,Asian,63,73200,China,Shanghai,Middle Adulthood,7.479452055,73200
E00864,Samantha Aguilar,Manager,Accounting,Speciality Products,Female,Latino,46,102636,United States,Seattle,Middle Adulthood,15.36712329,108794
E01760,Madeline Acosta,Sr. Account Representative,Sales,Speciality Products,Female,Latino,26,87427,Brazil,Sao Paulo,Young Adulthood,4.561643836,87427
E03223,Ethan Joseph,IT Coordinator,IT,Research & Development,Male,Caucasian,45,49219,United States,Columbus,Middle Adulthood,7.268493151,49219
E01262,Miles Mehta,Manager,Finance,Manufacturing,Male,Asian,50,106437,China,Chongqing,Middle Adulthood,7.293150685,113888
E01075,Joshua Juarez,Analyst II,Finance,Manufacturing,Male,Latino,46,64364,Brazil,Sao Paulo,Middle Adulthood,10.33424658,64364
E00364,Matthew Howard,Director,Human Resources,Manufacturing,Male,Caucasian,50,172180,United States,Columbus,Middle Adulthood,3.876712329,223834
E04108,Jade Figueroa,Sr. Analyst,Sales,Manufacturing,Female,Latino,33,88343,Brazil,Rio de Janerio,Young Adulthood,13.30958904,88343
E02917,Everett Morales,Solutions Architect,IT,Speciality Products,Male,Latino,57,66649,Brazil,Rio de Janerio,Middle Adulthood,11.15342466,66649
E03720,Genesis Hunter,Manager,Finance,Corporate,Female,Caucasian,48,102847,United States,Chicago,Middle Adulthood,26.38082192,107989
E03393,Henry Figueroa,Sr. Manger,Finance,Manufacturing,Male,Latino,46,134881,Brazil,Manaus,Middle Adulthood,15.13150685,155113
E02977,Nicholas Song,Analyst II,Marketing,Manufacturing,Male,Asian,52,68807,China,Chengdu,Middle Adulthood,26.29589041,68807
E03371,Jack Alexander,Vice President,IT,Manufacturing,Male,Caucasian,56,228822,United States,Miami,Middle Adulthood,19.2739726,311198
E02531,Jameson Foster,Analyst,Marketing,Manufacturing,Male,Caucasian,28,43391,United States,Columbus,Young Adulthood,4.126027397,43391
E02473,Leonardo Lo,Quality Engineer,Engineering,Speciality Products,Male,Asian,29,91782,China,Chongqing,Young Adulthood,3.797260274,91782
E02468,Ella Huang,Vice President,Marketing,Corporate,Female,Asian,45,211637,United States,Chicago,Middle Adulthood,9.515068493,277244
E01499,Liam Jordan,Computer Systems Manager,IT,Manufacturing,Male,Caucasian,28,73255,United States,Phoenix,Young Adulthood,5.068493151,79848
E03697,Isaac Woods,Manager,Sales,Corporate,Male,Caucasian,28,108826,United States,Miami,Young Adulthood,4.649315068,119709
E00593,Luke Wilson,Solutions Architect,IT,Speciality Products,Male,Caucasian,34,94352,United States,Miami,Young Adulthood,9.279452055,94352
E01103,Lyla Alvarez,IT Systems Architect,IT,Research & Development,Female,Latino,55,73955,United States,Phoenix,Middle Adulthood,31.02739726,73955
E03889,Caleb Flores,Manager,Human Resources,Manufacturing,Male,Latino,34,113909,Brazil,Rio de Janerio,Young Adulthood,12.06027397,120744
E01958,Angel Lin,Network Administrator,IT,Manufacturing,Male,Asian,27,92321,United States,Chicago,Young Adulthood,4.690410959,92321
E01870,Easton Moore,Computer Systems Manager,IT,Research & Development,Male,Caucasian,52,99557,United States,Seattle,Middle Adulthood,12.28493151,108517
E01167,Kinsley Collins,Automation Engineer,Engineering,Speciality Products,Female,Caucasian,28,115854,United States,Phoenix,Young Adulthood,6.802739726,115854
E00099,Brooklyn Salazar,IT Systems Architect,IT,Manufacturing,Female,Latino,44,82462,United States,Austin,Middle Adulthood,14.51506849,82462
E00044,Scarlett Jenkins,Vice President,IT,Research & Development,Female,Caucasian,53,198473,United States,Miami,Middle Adulthood,13.82191781,261984
E00711,Melody Chin,Sr. Manger,Finance,Corporate,Female,Asian,43,153492,United States,Chicago,Middle Adulthood,18.89315068,170376
E04795,Eloise Alexander,Vice President,Human Resources,Corporate,Female,Black,28,208210,United States,Seattle,Young Adulthood,7.616438356,270673
E03912,Carter Turner,Sr. Analyst,Marketing,Corporate,Male,Caucasian,33,91632,United States,Phoenix,Young Adulthood,9.797260274,91632
E02103,Andrew Ma,HRIS Analyst,Human Resources,Corporate,Male,Asian,31,71755,China,Chongqing,Young Adulthood,7.942465753,71755
E04213,Hailey Xi,Manager,Accounting,Corporate,Female,Asian,52,111006,China,Chongqing,Middle Adulthood,3.78630137,119886
E04756,Aiden Le,Cloud Infrastructure Architect,IT,Corporate,Male,Asian,55,99774,United States,Austin,Middle Adulthood,30.70958904,99774
E04114,Christopher Lim,Director,IT,Research & Development,Male,Asian,55,184648,China,Shanghai,Middle Adulthood,18.48493151,228964
E01423,James Castillo,Vice President,IT,Manufacturing,Male,Latino,51,247874,Brazil,Manaus,Middle Adulthood,24.1369863,329672
E03181,Greyson Dang,Development Engineer,Engineering,Manufacturing,Male,Asian,60,62239,China,Beijing,Middle Adulthood,16.32054795,62239
E03305,Hannah King,Manager,Accounting,Speciality Products,Female,Caucasian,31,114911,United States,Chicago,Young Adulthood,10.90958904,122955
E00703,Wesley Dominguez,Engineering Manager,Engineering,Corporate,Male,Latino,45,115490,United States,Chicago,Middle Adulthood,7.353424658,129349
E04403,Dominic Hu,Manager,Accounting,Speciality Products,Male,Asian,34,118708,China,Shanghai,Young Adulthood,13.55890411,127018
E00103,Nora Park,Director,Accounting,Speciality Products,Female,Asian,29,197649,United States,Columbus,Young Adulthood,8.183561644,237179
E04487,Audrey Hwang,Sr. Analyst,Accounting,Speciality Products,Female,Asian,45,89841,China,Beijing,Middle Adulthood,5.210958904,89841
E01194,Ella Jenkins,Analyst II,Finance,Speciality Products,Female,Caucasian,52,61026,United States,Phoenix,Middle Adulthood,5.704109589,61026
E02179,Peyton Owens,Controls Engineer,Engineering,Speciality Products,Female,Caucasian,48,96693,United States,Chicago,Middle Adulthood,10.94246575,96693
E04242,Alice Lopez,Test Engineer,Engineering,Speciality Products,Female,Latino,48,82907,United States,Seattle,Middle Adulthood,16.19178082,82907
E01371,Dominic Le,Vice President,Marketing,Corporate,Male,Asian,41,257194,China,Chongqing,Middle Adulthood,10.91780822,347212
E03065,Ezra Ortiz,Quality Engineer,Engineering,Research & Development,Male,Latino,41,94658,United States,Miami,Middle Adulthood,13.62191781,94658
E01377,Grayson Luu,Quality Engineer,Engineering,Research & Development,Male,Asian,55,89419,China,Shanghai,Middle Adulthood,14.35068493,89419
E03097,Brooks Stewart,HRIS Analyst,Human Resources,Manufacturing,Male,Black,45,51983,United States,Columbus,Middle Adulthood,9.709589041,51983
E01668,Naomi Xi,Director,Finance,Corporate,Female,Asian,53,179494,China,Chongqing,Middle Adulthood,23.55342466,215393
E03354,Silas Estrada,IT Systems Architect,IT,Corporate,Male,Latino,49,68426,Brazil,Rio de Janerio,Middle Adulthood,9.194520548,68426
E02088,Skylar Ayala,Sr. Manger,Finance,Corporate,Female,Latino,55,144986,United States,Phoenix,Middle Adulthood,8.57260274,162384
E03980,Lydia Huynh,Account Representative,Sales,Speciality Products,Female,Asian,45,60113,United States,Chicago,Middle Adulthood,25.06027397,60113
E00972,Hazel Cortez,HRIS Analyst,Human Resources,Research & Development,Female,Latino,52,50548,Brazil,Sao Paulo,Middle Adulthood,4.375342466,50548
E00824,Everleigh Adams,Analyst II,Marketing,Manufacturing,Female,Caucasian,33,68846,United States,Chicago,Young Adulthood,5.471232877,68846
E04359,Layla Salazar,Solutions Architect,IT,Corporate,Female,Latino,59,90901,United States,Seattle,Middle Adulthood,11.4630137,90901
E03113,Willow Chen,Manager,Accounting,Corporate,Female,Asian,50,102033,United States,Austin,Middle Adulthood,13.00273973,110196
E01488,Penelope Griffin,Director,Sales,Manufacturing,Female,Caucasian,61,151783,United States,Seattle,Middle Adulthood,4.608219178,191247
E01787,Lillian Romero,Director,Engineering,Corporate,Female,Latino,27,170164,United States,Austin,Young Adulthood,6.739726027,199092
E03550,Stella Wu,Sr. Manger,Marketing,Speciality Products,Female,Asian,35,155905,United States,Phoenix,Young Adulthood,11.5369863,177732
E01052,Parker Vang,Analyst,Sales,Corporate,Male,Asian,40,50733,United States,Miami,Middle Adulthood,8.712328767,50733
E04799,Mila Roberts,Sr. Business Partner,Human Resources,Corporate,Female,Caucasian,30,88663,United States,Phoenix,Young Adulthood,8.602739726,88663
E03402,Isaac Liu,Field Engineer,Engineering,Manufacturing,Male,Asian,60,88213,China,Chongqing,Middle Adulthood,32.90684932,88213
E04128,Jacob Doan,Analyst II,Sales,Speciality Products,Male,Asian,55,67130,United States,Miami,Middle Adulthood,4.084931507,67130
E00013,Raelynn Ma,Sr. Analyst,Finance,Speciality Products,Female,Asian,33,94876,United States,Miami,Young Adulthood,9.906849315,94876
E03114,Jameson Juarez,Development Engineer,Engineering,Speciality Products,Male,Latino,62,98230,United States,Miami,Middle Adulthood,30.91780822,98230
E04004,Everleigh Shah,Test Engineer,Engineering,Research & Development,Female,Asian,36,96757,United States,Columbus,Young Adulthood,6.720547945,96757
E04472,Alexander Foster,Analyst II,Marketing,Manufacturing,Male,Black,35,51513,United States,Columbus,Young Adulthood,5.167123288,51513
E00161,Ryan Ha,Vice President,Marketing,Corporate,Male,Asian,60,234311,United States,Miami,Middle Adulthood,18.60821918,321006
E04417,Chloe Salazar,Sr. Manger,Human Resources,Speciality Products,Female,Latino,45,152353,United States,Seattle,Middle Adulthood,14.29041096,173682
E04536,Layla Scott,Sr. Manger,Accounting,Speciality Products,Female,Caucasian,48,124774,United States,Phoenix,Middle Adulthood,15.10136986,139747
E02534,Leah Khan,Director,Marketing,Corporate,Female,Asian,36,157070,China,Chongqing,Young Adulthood,14.97808219,201050
E02857,Mason Jimenez,Sr. Manger,Finance,Speciality Products,Male,Latino,44,130133,United States,Austin,Middle Adulthood,6.071232877,149653
E03059,Hailey Dang,Manager,Marketing,Manufacturing,Female,Asian,64,108780,China,Shanghai,Older Adulthood,5.950684932,115307
E02477,Amelia Bui,Director,Engineering,Speciality Products,Female,Asian,46,151853,China,Chengdu,Middle Adulthood,4.865753425,176149
E00022,Elena Her,Account Representative,Sales,Manufacturing,Female,Asian,62,64669,China,Chongqing,Middle Adulthood,18.96986301,64669
E03370,Ian Cortez,Analyst II,Marketing,Research & Development,Male,Latino,61,69352,Brazil,Rio de Janerio,Middle Adulthood,17.35068493,69352
E00555,Christian Ali,Analyst II,Marketing,Research & Development,Male,Asian,65,74631,China,Chongqing,Older Adulthood,23.89041096,74631
E03160,Carter Ortiz,Quality Engineer,Engineering,Speciality Products,Male,Latino,54,96441,Brazil,Sao Paulo,Middle Adulthood,13.35068493,96441
E03919,Grayson Chan,Engineering Manager,Engineering,Speciality Products,Male,Asian,46,114250,China,Chengdu,Middle Adulthood,13.87671233,130245
E01724,Nolan Molina,Computer Systems Manager,IT,Corporate,Male,Latino,36,70165,Brazil,Manaus,Young Adulthood,4.682191781,75077
E04087,Adam Kaur,Manager,IT,Corporate,Male,Asian,60,109059,China,Chengdu,Middle Adulthood,25.60821918,116693
E02856,Amelia Kaur,Operations Engineer,Engineering,Research & Development,Female,Asian,30,77442,United States,Columbus,Young Adulthood,9.805479452,77442
E03805,Autumn Gonzales,Analyst II,Sales,Corporate,Female,Latino,34,72126,Brazil,Manaus,Young Adulthood,13.24657534,72126
E00319,Ezra Wilson,Service Desk Analyst,IT,Manufacturing,Male,Caucasian,55,70334,United States,Miami,Middle Adulthood,11.87945205,70334
E01090,Jacob Cheng,Quality Engineer,Engineering,Research & Development,Male,Asian,59,78006,United States,Miami,Middle Adulthood,15.70136986,78006
E04323,Melody Valdez,Director,IT,Manufacturing,Female,Latino,28,160385,United States,Miami,Young Adulthood,4.602739726,197274
E02687,Caroline Nelson,Vice President,Finance,Corporate,Female,Caucasian,36,202323,United States,Chicago,Young Adulthood,11.64657534,281229
E01407,Ellie Guerrero,Sr. Manger,Human Resources,Corporate,Female,Latino,29,141555,Brazil,Manaus,Young Adulthood,5.139726027,157126
E02748,Genesis Zhu,Director,Finance,Speciality Products,Female,Asian,34,184960,United States,Seattle,Young Adulthood,5.120547945,218253
E01995,Jonathan Ho,Vice President,IT,Manufacturing,Male,Asian,37,221592,United States,Columbus,Young Adulthood,14.19726027,290286
E01714,Savannah Park,HRIS Analyst,Human Resources,Manufacturing,Female,Asian,44,53301,United States,Seattle,Middle Adulthood,16.60273973,53301
E04491,Nathan Chan,Cloud Infrastructure Architect,IT,Corporate,Male,Asian,45,91276,United States,Seattle,Middle Adulthood,25.51780822,91276
E01076,Sofia Vu,Sr. Manger,Human Resources,Research & Development,Female,Asian,52,140042,United States,Austin,Middle Adulthood,7.994520548,158247
E04131,Ruby Choi,Analyst,Accounting,Manufacturing,Female,Asian,40,57225,United States,Columbus,Middle Adulthood,6.742465753,57225
E02843,Lily Pena,Manager,Human Resources,Speciality Products,Female,Latino,55,102839,United States,Miami,Middle Adulthood,15.52876712,107981
E03758,Liam Zhang,Director,Marketing,Research & Development,Male,Asian,29,199783,United States,Chicago,Young Adulthood,3.964383562,241737
E02063,Ian Gutierrez,Sr. Business Partner,Human Resources,Research & Development,Male,Latino,32,70980,Brazil,Rio de Janerio,Young Adulthood,4.4,70980
E00638,David Simmons,Manager,Marketing,Corporate,Male,Caucasian,51,104431,United States,Phoenix,Middle Adulthood,28.61643836,111741
E03571,Lincoln Henderson,Business Partner,Human Resources,Speciality Products,Male,Caucasian,28,48510,United States,Chicago,Young Adulthood,4.183561644,48510
E01820,Nathan Miller,Quality Engineer,Engineering,Speciality Products,Male,Black,27,70110,United States,Miami,Young Adulthood,6.268493151,70110
E01712,James Singh,Director,Marketing,Corporate,Male,Asian,45,186138,China,Chongqing,Middle Adulthood,17.48493151,238257
E00184,Kayden Ortega,Analyst,Accounting,Manufacturing,Male,Latino,58,56350,Brazil,Rio de Janerio,Middle Adulthood,15.38082192,56350
E02706,Lucy Figueroa,Sr. Manger,Finance,Research & Development,Female,Latino,45,149761,United States,Columbus,Middle Adulthood,9.649315068,167732
E02899,Joshua Cortez,Sr. Manger,Finance,Corporate,Male,Latino,44,126277,Brazil,Manaus,Middle Adulthood,18.07123288,142693
E02478,Alexander Morris,Manager,Sales,Speciality Products,Male,Caucasian,33,119631,United States,Phoenix,Young Adulthood,12.20547945,126809
E04170,Grayson Chin,Vice President,IT,Research & Development,Male,Asian,26,256561,United States,Austin,Young Adulthood,5.317808219,356620
E00929,Allison Espinoza,Solutions Architect,IT,Speciality Products,Female,Latino,45,66958,United States,Miami,Middle Adulthood,5.380821918,66958
