Date,Dispensed Pharmacy,Dispensed Region,Distribution Method,Order Priority,Ship Date,Distribution Costs,Number of Records,Order ID
10/6/2008,Carlos Daly,East,Wholesaler,High,10/19/2016,46.59,1,"14,081"
10/6/2008,Sonia Sunley,Central,DTP,Low,10/20/2016,4.79,1,"33,600"
10/6/2008,Barry Gonzalez,Central,DTP,Not Specified,10/21/2016,5,1,"40,194"
10/6/2008,Jane Waco,East,DTP,Low,10/22/2016,2.79,1,"55,235"
10/6/2008,Adam Shillingsburg,South,DTP,Critical,10/23/2016,2.01,1,"23,046"
10/6/2008,Barry Gonzalez,Central,Wholesaler,Not Specified,10/24/2016,56.14,1,"40,194"
10/6/2008,Henia Zydlo,Central,DTP,Low,10/25/2016,1.99,1,"20,192"
10/7/2008,Art Foster,Central,DTP,High,10/26/2016,11.5,1,"27,974"
10/7/2008,Thomas Seio,East,DTP,Critical,10/27/2016,6.89,1,"34,246"
10/7/2008,Thomas Seio,East,DTP,Critical,10/28/2016,19.99,1,"34,246"
10/7/2008,Lori Olson,South,DTP,High,10/29/2016,2.99,1,"8,933"
10/7/2008,Art Foster,Central,Custom Order,High,10/30/2016,1.99,1,"27,974"
10/7/2008,Thomas Seio,East,DTP,Critical,10/31/2016,6.97,1,"34,246"
10/7/2008,Lori Olson,South,DTP,High,11/1/2016,7.58,1,"8,933"
10/7/2008,Benjamin Venier,South,DTP,Not Specified,11/2/2016,4.2,1,"16,194"
10/8/2008,Brad Thomas,East,DTP,Not Specified,11/3/2016,1.99,1,"17,568"
10/8/2008,Sally Hughsby,South,DTP,Not Specified,11/4/2016,1.99,1,"7,619"
10/8/2008,Julia Dunbar,West,DTP,Not Specified,11/5/2016,8.08,1,"52,641"
10/8/2008,Frank Hawley,Central,Wholesaler,Not Specified,11/6/2016,42,1,"47,360"
10/8/2008,Jill Stevenson,Central,DTP,Low,11/7/2016,4.5,1,"32,519"
10/9/2008,Sean Wendt,East,DTP,Critical,11/8/2016,8.99,1,"44,450"
10/9/2008,Giulietta Weimer,West,DTP,High,11/9/2016,19.99,1,"48,452"
10/9/2008,Sean Wendt,East,DTP,Critical,11/10/2016,1.99,1,"44,450"
10/9/2008,Jennifer Halladay,East,DTP,High,11/11/2016,5.41,1,"10,147"
10/9/2008,Giulietta Weimer,West,DTP,High,11/12/2016,6.92,1,"48,452"
10/9/2008,Denny Ordway,West,Wholesaler,Not Specified,11/13/2016,69.55,1,"20,545"
10/9/2008,Carl Weiss,East,DTP,Low,11/14/2016,6.12,1,"5,350"
10/9/2008,William Brown,South,DTP,Critical,11/15/2016,4.7,1,"55,136"
10/9/2008,Giulietta Weimer,West,DTP,High,11/16/2016,5.67,1,"48,452"
10/9/2008,Denny Ordway,West,DTP,Not Specified,11/17/2016,5.86,1,"20,545"
10/9/2008,Denny Ordway,West,DTP,Not Specified,11/18/2016,69,1,"20,545"
10/9/2008,Giulietta Weimer,West,Wholesaler,High,11/19/2016,30,1,"48,452"
10/9/2008,Carl Weiss,East,DTP,Low,11/20/2016,19.99,1,"5,350"
10/9/2008,Rob Williams,South,DTP,Low,11/21/2016,19.99,1,"20,868"
10/10/2008,Kimberly Carter,Central,DTP,Critical,11/22/2016,3.52,1,"9,860"
10/10/2008,Todd Boyes,West,DTP,Not Specified,11/23/2016,2.58,1,"52,800"
10/10/2008,Michael Paige,Central,DTP,Medium,11/24/2016,4,1,"4,455"
10/10/2008,Jamie Kunitz,East,DTP,Critical,11/25/2016,0.93,1,"47,460"
10/10/2008,Bobby Elias,South,DTP,Low,11/26/2016,4.47,1,"42,529"
10/10/2008,Bobby Elias,South,DTP,Low,11/27/2016,7.5,1,"42,529"
10/11/2008,Ken Dana,West,DTP,Medium,11/28/2016,6.75,1,"17,952"
10/11/2008,Brendan Murry,South,Custom Order,Medium,11/29/2016,19.99,1,"47,972"
10/11/2008,Jack Lebron,Central,DTP,High,11/30/2016,5.03,1,"22,469"
10/11/2008,Jack Lebron,Central,DTP,High,12/1/2016,49,1,"22,469"
10/11/2008,Jack Lebron,Central,DTP,High,12/2/2016,69,1,"22,469"
10/12/2008,Theone Pippenger,East,Custom Order,Medium,12/3/2016,4.32,1,"40,259"
10/12/2008,Matt Abelman,East,Custom Order,Not Specified,12/4/2016,4.2,1,"7,015"
10/12/2008,Lycoris Saunders,Central,DTP,Critical,12/5/2016,21.51,1,"34,849"
10/12/2008,Patrick Ryan,South,DTP,Critical,12/6/2016,5.99,1,"7,559"
10/12/2008,Lycoris Saunders,Central,DTP,Critical,12/7/2016,0.5,1,"34,849"
10/12/2008,Matt Abelman,East,DTP,Not Specified,12/8/2016,1.99,1,"7,015"
10/12/2008,Patrick Ryan,South,DTP,Critical,12/9/2016,49,1,"7,559"
10/12/2008,Chuck Clark,East,Wholesaler,Medium,12/10/2016,48.26,1,"37,410"
10/12/2008,Patrick O'Brill,West,Custom Order,Low,12/11/2016,5.08,1,"57,314"
10/12/2008,Patrick O'Brill,West,DTP,Low,12/12/2016,2.79,1,"57,314"
10/13/2008,Jim Mitchum,Central,DTP,Not Specified,12/13/2016,1.99,1,"13,440"
10/13/2008,Harold Ryan,East,DTP,Medium,12/14/2016,4,1,"1,507"
10/13/2008,Dave Poirier,South,DTP,Medium,12/15/2016,19.99,1,"26,401"
10/13/2008,Muhammed MacIntyre,East,DTP,Low,12/16/2016,35,1,3
10/14/2008,Julia Barnett,South,DTP,High,12/17/2016,15.1,1,"42,467"
10/14/2008,Julia Barnett,South,Custom Order,High,12/18/2016,6.5,1,"42,467"
10/14/2008,Joseph Airdo,Central,DTP,Critical,12/19/2016,0.93,1,"49,986"
10/14/2008,Julia Barnett,South,DTP,High,12/20/2016,8.99,1,"42,467"
10/14/2008,Jessica Myrick,Central,Wholesaler,Medium,12/21/2016,30,1,"14,402"
10/15/2008,Giulietta Dortch,South,DTP,Low,12/22/2016,8.99,1,"30,023"
10/15/2008,Bill Overfelt,West,DTP,Low,12/23/2016,1.99,1,"50,307"
10/15/2008,Nicole Hansen,East,DTP,Critical,12/24/2016,19.99,1,"31,492"
10/15/2008,Bill Overfelt,West,Custom Order,Low,12/25/2016,10.75,1,"50,307"
10/15/2008,Nicole Hansen,East,DTP,Critical,12/26/2016,4.98,1,"31,492"
10/15/2008,Giulietta Dortch,South,Wholesaler,Low,12/27/2016,48.26,1,"30,023"
10/15/2008,Nicole Hansen,East,Custom Order,Critical,12/28/2016,6.64,1,"31,492"
10/15/2008,Giulietta Dortch,South,Wholesaler,Low,12/29/2016,49,1,"30,023"
10/15/2008,Giulietta Dortch,South,DTP,Low,12/30/2016,8.6,1,"30,023"
10/16/2008,Noel Staavos,West,DTP,Not Specified,12/31/2016,4,1,"13,476"
10/16/2008,Noel Staavos,West,DTP,Not Specified,1/1/2017,19.99,1,"13,476"
10/16/2008,Chuck Sachs,East,Custom Order,Medium,1/2/2017,6.02,1,"41,826"
10/16/2008,Noel Staavos,West,Custom Order,Not Specified,1/3/2017,5.68,1,"13,476"
10/16/2008,Chuck Sachs,East,Wholesaler,Medium,1/4/2017,54.31,1,"41,826"
10/16/2008,Juliana Krohn,West,Custom Order,Low,1/5/2017,19.99,1,"22,912"
10/16/2008,Craig Yedwab,West,DTP,Low,1/6/2017,4.23,1,325
10/17/2008,Rob Haberlin,Central,Wholesaler,Critical,1/7/2017,30,1,"51,584"
10/18/2008,Maurice Satty,Central,DTP,High,1/8/2017,6.5,1,"36,323"
10/18/2008,Duane Huffman,East,DTP,Low,1/9/2017,0.5,1,"31,301"
10/18/2008,Bradley Drucker,West,DTP,Low,1/10/2017,2.03,1,"54,467"
10/18/2008,Bradley Drucker,West,DTP,Low,1/11/2017,5.72,1,"54,467"
10/18/2008,Bradley Drucker,West,DTP,Low,1/12/2017,6.89,1,"54,467"
10/18/2008,Laurel Elliston,West,DTP,Low,1/13/2017,1.99,1,"54,146"
10/19/2008,Jamie Frazer,Central,DTP,Medium,1/14/2017,8.68,1,"55,297"
10/19/2008,David Flashing,West,DTP,Not Specified,1/15/2017,5.94,1,"48,963"
10/19/2008,Paul Prost,South,DTP,Low,1/16/2017,5.81,1,"24,903"
10/20/2008,Paul Lucas,West,DTP,Low,1/17/2017,19.95,1,"4,965"
10/20/2008,Theresa Coyne,East,Wholesaler,Medium,1/18/2017,35.02,1,"29,895"
10/20/2008,Chad Cunningham,East,Custom Order,Low,1/19/2017,6.93,1,"32,193"
10/20/2008,Liz MacKendrick,West,Wholesaler,Medium,1/20/2017,16.06,1,"23,106"
10/20/2008,Chad Cunningham,East,DTP,Low,1/21/2017,0.99,1,"32,193"
10/20/2008,Paul Lucas,West,DTP,Low,1/22/2017,7.96,1,"4,965"
10/20/2008,Alan Haines,Central,Wholesaler,Low,1/23/2017,54.74,1,"14,086"
10/20/2008,Alan Haines,Central,DTP,Low,1/24/2017,3.01,1,"14,086"
10/21/2008,Marc Crier,Central,DTP,Medium,1/25/2017,12.79,1,"21,696"
10/21/2008,Eileen Kiefer,South,DTP,Low,1/26/2017,5,1,"2,628"
10/21/2008,Eileen Kiefer,South,Wholesaler,Low,1/27/2017,69.64,1,"2,628"
10/22/2008,Parhena Norris,East,DTP,Not Specified,1/28/2017,24.49,1,"48,800"
10/22/2008,Ralph Kennedy,West,DTP,Critical,1/29/2017,8.74,1,"23,207"
10/22/2008,Lena Creighton,West,Wholesaler,High,1/30/2017,66.67,1,"52,896"
10/22/2008,Lena Creighton,West,Custom Order,High,1/31/2017,2.04,1,"52,896"
10/22/2008,Christy Brittain,South,DTP,Not Specified,2/1/2017,35,1,"48,994"
10/22/2008,Lena Creighton,West,Wholesaler,High,2/2/2017,76.37,1,"52,896"
10/22/2008,Lena Creighton,West,DTP,High,2/3/2017,20.49,1,"52,896"
10/23/2008,Sue Ann Reed,Central,DTP,Low,2/4/2017,7.17,1,"16,834"
10/23/2008,Bryan Mills,Central,DTP,Not Specified,2/5/2017,3.9,1,"31,077"
10/23/2008,Ritsa Hightower,East,Custom Order,Low,2/6/2017,0.83,1,"12,261"
10/23/2008,Ritsa Hightower,East,DTP,Low,2/7/2017,23.49,1,"12,261"
10/23/2008,Ritsa Hightower,East,Wholesaler,Low,2/8/2017,23.76,1,"12,261"
10/23/2008,Sue Ann Reed,Central,DTP,Low,2/9/2017,2.17,1,"16,834"
10/23/2008,Jesus Ocampo,East,DTP,Low,2/10/2017,8.99,1,"10,498"
10/23/2008,Ritsa Hightower,East,DTP,Low,2/11/2017,8.29,1,"12,261"
10/24/2008,Erica Bern,Central,DTP,High,2/12/2017,4.2,1,"28,836"
10/24/2008,Erica Bern,Central,DTP,High,2/13/2017,19.99,1,"28,836"
10/24/2008,Cathy Prescott,South,DTP,Critical,2/14/2017,1.71,1,"12,417"
10/24/2008,Robert Marley,South,DTP,Critical,2/15/2017,3.99,1,"32,516"
10/24/2008,Tom Stivers,South,DTP,High,2/16/2017,8.19,1,"58,659"
10/25/2008,Tim Brockman,South,DTP,High,2/17/2017,5,1,"51,271"
10/25/2008,Tim Brockman,South,Wholesaler,High,2/18/2017,36.09,1,"51,271"
10/25/2008,Michael Granlund,East,DTP,Low,2/19/2017,19.99,1,"35,522"
10/26/2008,Sharelle Roach,South,DTP,Low,2/20/2017,14.72,1,"53,027"
10/26/2008,Luke Schmidt,South,Custom Order,Not Specified,2/21/2017,1.67,1,"38,050"
10/26/2008,Ed Braxton,West,DTP,Medium,2/22/2017,8.22,1,"14,981"
10/26/2008,Harold Engle,Central,Wholesaler,High,2/23/2017,54.92,1,"10,852"
10/26/2008,Erin Creighton,Central,DTP,Critical,2/24/2017,8.08,1,230
10/26/2008,Erin Creighton,Central,DTP,Critical,2/25/2017,8.99,1,230
10/26/2008,Harold Engle,Central,DTP,High,2/26/2017,10.91,1,"10,852"
10/26/2008,Luke Schmidt,South,DTP,Not Specified,2/27/2017,0.7,1,"38,050"
10/26/2008,Luke Schmidt,South,DTP,Not Specified,2/28/2017,69,1,"38,050"
10/26/2008,Ed Braxton,West,Wholesaler,Medium,3/1/2017,27.75,1,"14,981"
10/26/2008,Sarah Jordon,East,DTP,Low,3/2/2017,8.99,1,"51,328"
10/27/2008,Janet Martin,South,Custom Order,Medium,3/3/2017,2.5,1,"58,528"
10/27/2008,Janet Martin,South,DTP,Medium,3/4/2017,5.1,1,"58,528"
10/27/2008,Michael Dominguez,West,Custom Order,Low,3/5/2017,4.98,1,"42,882"
10/28/2008,Vivek Gonzalez,South,Custom Order,Not Specified,3/6/2017,5.44,1,"2,374"
10/29/2008,Dennis Bolton,East,DTP,High,3/7/2017,13.32,1,"57,986"
10/29/2008,Nick Crebassa,South,DTP,Not Specified,3/8/2017,5.46,1,"48,391"
10/29/2008,Fred Hopkins,Central,Wholesaler,Critical,3/9/2017,40.19,1,"53,248"
10/29/2008,Alejandro Grove,West,Custom Order,Not Specified,3/10/2017,19.99,1,"37,669"
10/29/2008,Daniel Byrd,East,DTP,Not Specified,3/11/2017,6.5,1,"12,902"
10/29/2008,Alejandro Grove,West,DTP,Not Specified,3/12/2017,1.39,1,"37,669"
10/29/2008,Daniel Byrd,East,Wholesaler,Not Specified,3/13/2017,56.7,1,"12,902"
10/29/2008,Alejandro Grove,West,DTP,Not Specified,3/14/2017,8.78,1,"37,669"
10/30/2008,Robert Barroso,West,DTP,High,3/15/2017,6.28,1,"11,236"
10/30/2008,Kean Thornton,West,Wholesaler,Not Specified,3/16/2017,45.51,1,"1,888"
10/30/2008,Robert Barroso,West,DTP,High,3/17/2017,4.95,1,"11,236"
10/30/2008,Kean Thornton,West,DTP,Not Specified,3/18/2017,5.42,1,"1,888"
10/30/2008,Sally Hughsby,South,DTP,Critical,3/19/2017,26.74,1,"25,062"
10/30/2008,Max Engle,South,DTP,Low,3/20/2017,7.54,1,"36,548"
10/30/2008,Robert Barroso,West,DTP,High,3/21/2017,11.37,1,"11,236"
10/30/2008,Frank Merwin,West,DTP,Low,3/22/2017,8.99,1,"20,741"
10/31/2008,Jeremy Pistek,South,DTP,Medium,3/23/2017,4.08,1,"58,855"
10/31/2008,Deborah Brumfield,West,DTP,High,3/24/2017,4.99,1,"43,844"
10/31/2008,Dave Poirier,South,Custom Order,Medium,3/25/2017,8.8,1,"32,389"
10/31/2008,Jason Klamczynski,Central,DTP,High,3/26/2017,11.17,1,"32,326"
10/31/2008,Dave Poirier,South,Wholesaler,Medium,3/27/2017,27.75,1,"32,389"
10/31/2008,Linda Southworth,Central,DTP,Medium,3/28/2017,11.45,1,"36,003"
10/31/2008,Dave Poirier,South,DTP,Medium,3/29/2017,10.25,1,"32,389"
10/31/2008,Tracy Poddar,West,DTP,Medium,3/30/2017,0.7,1,"38,337"
11/1/2008,Jeremy Pistek,South,DTP,Critical,3/31/2017,10.39,1,"26,631"
11/1/2008,Laurel Elliston,West,DTP,Low,4/1/2017,0.99,1,"43,745"
11/1/2008,Laurel Elliston,West,DTP,Low,4/2/2017,2.5,1,"43,745"
11/1/2008,Bart Watters,East,DTP,Not Specified,4/3/2017,4.68,1,"34,721"
11/1/2008,Quincy Jones,South,DTP,High,4/4/2017,2.27,1,"55,014"
11/1/2008,Marc Crier,Central,DTP,Low,4/5/2017,2.83,1,"30,917"
11/1/2008,Laurel Elliston,West,DTP,Low,4/6/2017,6.15,1,"43,745"
11/1/2008,Laurel Elliston,West,DTP,Low,4/7/2017,6.5,1,"43,745"
11/1/2008,Marc Crier,Central,DTP,Low,4/8/2017,13.99,1,"30,917"
11/1/2008,Laurel Elliston,West,DTP,Low,4/9/2017,1.43,1,"43,745"
11/1/2008,Laurel Elliston,West,DTP,Low,4/10/2017,5.37,1,"43,745"
11/3/2008,Ann Blume,South,Wholesaler,High,4/11/2017,55.3,1,"23,271"
11/3/2008,Rick Wilson,West,DTP,High,4/12/2017,6.13,1,"19,974"
11/3/2008,Rick Wilson,West,Wholesaler,High,4/13/2017,23.19,1,"19,974"
11/4/2008,Sanjit Chand,Central,Custom Order,High,4/14/2017,8.99,1,"28,802"
11/4/2008,Andrew Roberts,Central,DTP,Critical,4/15/2017,1.2,1,"32,228"
11/4/2008,Sanjit Chand,Central,DTP,High,4/16/2017,3,1,"28,802"
11/4/2008,Mike Kennedy,East,DTP,High,4/17/2017,11.15,1,"15,878"
11/4/2008,Cari MacIntyre,South,DTP,Not Specified,4/18/2017,4.2,1,"52,256"
11/4/2008,Sanjit Chand,Central,Custom Order,High,4/19/2017,4.82,1,"28,802"
11/4/2008,Rob Lucas,West,Wholesaler,Low,4/20/2017,66.27,1,"15,206"
11/5/2008,Sally Knutson,Central,DTP,Not Specified,4/21/2017,4.5,1,"34,816"
11/5/2008,Bobby Trafton,South,DTP,Not Specified,4/22/2017,5.48,1,"37,957"
11/5/2008,Sally Knutson,Central,DTP,Not Specified,4/23/2017,19.99,1,"34,816"
11/5/2008,Dennis Bolton,East,DTP,High,4/24/2017,9.54,1,"48,165"
11/6/2008,Karl Brown,West,DTP,Low,4/25/2017,6.35,1,"27,335"
11/6/2008,Ivan Liston,South,Wholesaler,Not Specified,4/26/2017,43.57,1,"23,680"
11/6/2008,Christina Vanderzanden,West,DTP,Low,4/27/2017,0.5,1,"33,889"
11/6/2008,Christina Vanderzanden,West,DTP,Low,4/28/2017,2.5,1,"33,889"
11/6/2008,Christina Vanderzanden,West,Wholesaler,Low,4/29/2017,55.24,1,"33,889"
11/6/2008,Christina Vanderzanden,West,DTP,Low,4/30/2017,3.5,1,"33,889"
11/7/2008,Beth Thompson,East,DTP,Critical,5/1/2017,3.04,1,"5,506"
11/7/2008,Jim Kriz,West,DTP,Medium,5/2/2017,19.99,1,"13,348"
11/7/2008,Harry Greene,Central,DTP,Medium,5/3/2017,6.83,1,"20,193"
11/8/2008,John Murray,East,DTP,Critical,5/4/2017,1.39,1,"49,767"
11/8/2008,Alex Avila,South,Custom Order,Not Specified,5/5/2017,6.16,1,"52,737"
11/8/2008,John Murray,East,DTP,Critical,5/6/2017,13.99,1,"49,767"
11/8/2008,Ken Lonsdale,South,DTP,High,5/7/2017,4.98,1,"8,834"
11/8/2008,Ken Lonsdale,South,DTP,High,5/8/2017,13.99,1,"8,834"
11/8/2008,John Murray,East,DTP,Critical,5/9/2017,7.49,1,"49,767"
11/8/2008,Carlos Soltero,Central,DTP,Low,5/10/2017,4.51,1,"1,792"
11/9/2008,Tanja Norvell,West,Custom Order,Critical,5/11/2017,0.99,1,"12,097"
11/9/2008,Bill Eplett,South,Wholesaler,Low,5/12/2017,70.2,1,"41,633"
11/9/2008,Jim Kriz,West,Custom Order,Critical,5/13/2017,49,1,"50,663"
11/9/2008,Sarah Brown,South,DTP,Critical,5/14/2017,1.99,1,"22,498"
11/9/2008,Katherine Nockton,South,DTP,High,5/15/2017,4.96,1,"15,078"
11/9/2008,Aaron Bergman,East,Custom Order,Medium,5/16/2017,14.3,1,"39,682"
11/9/2008,Randy Bradley,South,Custom Order,High,5/17/2017,7.46,1,"5,059"
11/9/2008,Sung Shariari,South,DTP,Medium,5/18/2017,13.99,1,"7,363"
11/9/2008,Tanja Norvell,West,DTP,Critical,5/19/2017,6.07,1,"12,097"
11/10/2008,Stephanie Ulpright,West,Custom Order,Critical,5/20/2017,6.79,1,"43,585"
11/10/2008,Edward Hooks,East,DTP,Critical,5/21/2017,9.73,1,"11,911"
11/11/2008,Adam Hart,East,DTP,High,5/22/2017,5,1,"9,091"
11/11/2008,Adam Hart,East,DTP,High,5/23/2017,8.74,1,"9,091"
11/12/2008,Shahid Shariari,West,DTP,High,5/24/2017,2.79,1,"8,992"
11/12/2008,Shahid Shariari,West,DTP,High,5/25/2017,24.49,1,"8,992"
11/12/2008,Raymond Fair,West,DTP,Not Specified,5/26/2017,5.01,1,"59,553"
11/12/2008,Shahid Shariari,West,DTP,High,5/27/2017,4.2,1,"8,992"
11/12/2008,Raymond Fair,West,DTP,Not Specified,5/28/2017,8.99,1,"59,553"
11/13/2008,Ed Braxton,West,DTP,Not Specified,5/29/2017,8.08,1,"39,139"
11/13/2008,Theone Pippenger,East,DTP,Medium,5/30/2017,1.56,1,"56,135"
11/13/2008,Christine Sundaresam,West,DTP,Not Specified,5/31/2017,48.2,1,"4,034"
11/13/2008,Christine Sundaresam,West,Wholesaler,Not Specified,6/1/2017,51.92,1,"4,034"
11/13/2008,Rick Bensley,Central,DTP,Medium,6/2/2017,2.99,1,"43,782"
11/13/2008,Doug Bickford,South,DTP,Critical,6/3/2017,5.57,1,"47,873"
11/13/2008,Helen Andreada,West,DTP,Critical,6/4/2017,35,1,"19,430"
11/13/2008,Ed Braxton,West,DTP,Not Specified,6/5/2017,21.21,1,"39,139"
11/13/2008,Theone Pippenger,East,Wholesaler,Medium,6/6/2017,36.09,1,"56,135"
11/13/2008,Ed Braxton,West,Wholesaler,Not Specified,6/7/2017,36.61,1,"39,139"
11/14/2008,Deanra Eno,South,Custom Order,Critical,6/8/2017,4.5,1,"2,048"
11/14/2008,Mathew Reese,South,DTP,High,6/9/2017,5.16,1,"38,789"
11/14/2008,Steve Carroll,East,Wholesaler,Not Specified,6/10/2017,81.98,1,"4,580"
11/14/2008,Deanra Eno,South,Wholesaler,Critical,6/11/2017,42.52,1,"2,048"
11/14/2008,Mathew Reese,South,Wholesaler,High,6/12/2017,15.68,1,"38,789"
11/14/2008,Harry Marie,Central,DTP,Low,6/13/2017,6.5,1,"14,499"
11/16/2008,Brian Stugart,East,Custom Order,Medium,6/14/2017,5.6,1,"10,117"
11/16/2008,Doug Bickford,South,Wholesaler,Not Specified,6/15/2017,62.74,1,"10,499"
11/16/2008,Brian Stugart,East,DTP,Medium,6/16/2017,24.49,1,"10,117"
11/16/2008,Joseph Holt,South,DTP,Low,6/17/2017,18.06,1,"22,404"
11/17/2008,Arthur Gainer,South,Custom Order,High,6/18/2017,0.5,1,"44,935"
11/17/2008,Arthur Gainer,South,DTP,High,6/19/2017,19.99,1,"44,935"
11/17/2008,Greg Guthrie,Central,Custom Order,High,6/20/2017,10.49,1,"29,382"
11/17/2008,Chad Sievert,East,Custom Order,Not Specified,6/21/2017,19.99,1,"38,625"
11/17/2008,Chad Sievert,East,DTP,Not Specified,6/22/2017,2.5,1,"38,625"
11/17/2008,Troy Staebel,South,DTP,Not Specified,6/23/2017,5.76,1,"39,393"
11/17/2008,Greg Guthrie,Central,DTP,High,6/24/2017,1.39,1,"29,382"
11/17/2008,Arthur Gainer,South,DTP,High,6/25/2017,0.8,1,"44,935"
11/17/2008,Liz MacKendrick,West,DTP,Low,6/26/2017,5.16,1,"40,775"
11/18/2008,Todd Boyes,West,DTP,High,6/27/2017,8.22,1,"2,752"
11/18/2008,Alan Hwang,South,Wholesaler,Medium,6/28/2017,55.81,1,"34,658"
11/18/2008,Matthew Grinstein,East,Custom Order,Critical,6/29/2017,0.5,1,"13,607"
11/18/2008,Brenda Bowman,Central,DTP,Not Specified,6/30/2017,1.46,1,"2,563"
11/18/2008,Matthew Grinstein,East,DTP,Critical,7/1/2017,1.99,1,"13,607"
11/18/2008,Eugene Moren,West,DTP,Not Specified,7/2/2017,24.49,1,"22,887"
11/18/2008,Matthew Grinstein,East,DTP,Critical,7/3/2017,35,1,"13,607"
11/18/2008,Todd Boyes,West,DTP,High,7/4/2017,0.71,1,"2,752"
11/18/2008,Todd Boyes,West,DTP,High,7/5/2017,7.62,1,"2,752"
11/19/2008,Tim Taslimi,Central,DTP,Not Specified,7/6/2017,19.99,1,"23,366"
11/19/2008,George Ashbrook,East,Wholesaler,High,7/7/2017,43.71,1,"45,190"
11/19/2008,Tim Taslimi,Central,DTP,Not Specified,7/8/2017,7.94,1,"23,366"
11/19/2008,Charles Crestani,South,DTP,High,7/9/2017,12.51,1,"8,001"
11/20/2008,David Kendrick,South,DTP,Low,7/10/2017,24.49,1,"8,582"
11/20/2008,Michelle Ellison,West,DTP,High,7/11/2017,9.37,1,"13,895"
11/20/2008,Seth Vernon,Central,DTP,Medium,7/12/2017,6.97,1,"59,393"
11/21/2008,Sanjit Chand,Central,Custom Order,Not Specified,7/13/2017,24.49,1,"5,988"
11/21/2008,Guy Thornton,West,DTP,Medium,7/14/2017,7.58,1,"5,863"
11/21/2008,Christine Sundaresam,West,DTP,Not Specified,7/15/2017,10.58,1,"21,863"
11/21/2008,Caroline Jumper,Central,DTP,Critical,7/16/2017,8.99,1,"33,152"
11/21/2008,Joseph Airdo,Central,DTP,Low,7/17/2017,8.8,1,"38,917"
11/22/2008,Grant Carroll,East,DTP,Low,7/18/2017,8.99,1,"36,134"
11/22/2008,Aleksandra Gannaway,West,DTP,High,7/19/2017,0.99,1,"41,186"
11/22/2008,Patrick Bzostek,West,DTP,High,7/20/2017,6.72,1,"27,047"
11/22/2008,Patrick Bzostek,West,DTP,High,7/21/2017,24.49,1,"27,047"
11/22/2008,Sanjit Jacobs,West,DTP,Not Specified,7/22/2017,2.96,1,"52,128"
11/22/2008,Aleksandra Gannaway,West,Custom Order,High,7/23/2017,1.39,1,"41,186"
11/22/2008,Christopher Conant,Central,DTP,Low,7/24/2017,4.2,1,"45,088"
11/23/2008,Michael Oakman,Central,Wholesaler,Not Specified,7/25/2017,61.76,1,"25,828"
11/23/2008,Michael Oakman,Central,DTP,Not Specified,7/26/2017,1,1,"25,828"
11/23/2008,Neola Schneider,East,DTP,Medium,7/27/2017,8.18,1,807
11/23/2008,Muhammed Yedwab,East,Wholesaler,Medium,7/28/2017,30,1,"50,725"
11/23/2008,Carlos Soltero,Central,Custom Order,Not Specified,7/29/2017,5,1,"51,075"
11/23/2008,Michael Oakman,Central,DTP,Not Specified,7/30/2017,4.42,1,"25,828"
11/23/2008,Eugene Barchas,East,DTP,High,7/31/2017,3.99,1,"24,128"
11/23/2008,Eugene Barchas,East,DTP,High,8/1/2017,8.32,1,"24,128"
11/23/2008,Muhammed Yedwab,East,DTP,Medium,8/2/2017,8.99,1,"50,725"
11/23/2008,Don Jones,East,DTP,Not Specified,8/3/2017,13.99,1,"54,274"
11/24/2008,Kristen Hastings,East,Custom Order,High,8/4/2017,3.3,1,"35,910"
11/24/2008,Dave Hallsten,Central,DTP,Medium,8/5/2017,4.7,1,"27,681"
11/24/2008,Nora Price,East,DTP,Medium,8/6/2017,1,1,"11,427"
11/24/2008,Dave Hallsten,Central,DTP,Medium,8/7/2017,1.17,1,"27,681"
11/24/2008,Brenda Bowman,Central,DTP,Not Specified,8/8/2017,6.5,1,"2,759"
11/24/2008,Kristen Hastings,East,DTP,High,8/9/2017,1.25,1,"35,910"
11/24/2008,Kristen Hastings,East,DTP,High,8/10/2017,8.4,1,"35,910"
11/24/2008,Nora Price,East,DTP,Medium,8/11/2017,5.19,1,"11,427"
11/24/2008,Ellis Ballard,South,DTP,Low,8/12/2017,4.99,1,"20,900"
11/24/2008,Liz Price,West,DTP,Medium,8/13/2017,3.98,1,"37,603"
11/24/2008,Rick Wilson,West,DTP,Not Specified,8/14/2017,0.7,1,"4,675"
11/24/2008,Roy Skaria,Central,Wholesaler,Medium,8/15/2017,66.27,1,"33,123"
11/25/2008,Matthew Grinstein,East,DTP,High,8/16/2017,5.22,1,"15,015"
11/25/2008,Andrew Gjertsen,East,DTP,Medium,8/17/2017,2.87,1,"52,807"
11/25/2008,Evan Henry,South,DTP,Low,8/18/2017,23.49,1,"5,189"
11/25/2008,Magdelene Morse,West,DTP,High,8/19/2017,13.11,1,"32,135"
11/25/2008,David Flashing,West,DTP,Low,8/20/2017,69,1,"30,754"
11/25/2008,Evan Henry,South,DTP,Low,8/21/2017,14.52,1,"5,189"
11/26/2008,Benjamin Farhat,West,Wholesaler,Medium,8/22/2017,28.14,1,"55,653"
11/26/2008,Kalyca Meade,West,DTP,Low,8/23/2017,5.97,1,"41,861"
11/27/2008,Ruben Ausman,East,DTP,Not Specified,8/24/2017,5.99,1,"48,195"
